ورزشی	0.6115148078047299
تیم	0.5126720910382985
اجتماعی	0.2968436225273181
سیاسی	0.2927948854278073
فوتبال	0.2848495625962737
اقتصادی	0.2695968247878484
جام	0.22043802760142994
بازی	0.21862988603247757
قهرمانی	0.19378301531635156
اسلامی	0.17864550840474447
بازیکن	0.15432674635807375
مجلس	0.14200578534345953
بازیکنان	0.13955698149029372
فدراسیون	0.13678151030004093
شورای	0.13593677208736565
مسابقات	0.13327234680961952
دلار	0.13116289825330352
مسابقه	0.12950282472050345
مردم	0.12419201101871158
آسیا	0.1223216363018993
قیمت	0.11729712757280031
تولید	0.11708706696883664
سرمایه	0.11691026331818244
گذاری	0.11688949097239743
باشگاههای	0.11591051785287876
بازار	0.11456212937373889
صنایع	0.1139442795925345
بازیهای	0.11232286674830849
جمهوری	0.1114091688736012
رقابت	0.11029058565097993
دادگاه	0.10567088876463915
گروه	0.098071910311894
میلیارد	0.09737828671061122
مربی	0.09529034128986869
باشگاه	0.09254861918510748
ریال	0.08945599664216575
صنعتی	0.08878508789298634
آیت	0.08873396410676904
انقلاب	0.08834735075831945
حریف	0.08829159778406881
شکست	0.08747997874382651
ارزی	0.08729713406310946
نفت	0.0869598837757728
توسعه	0.08619435996788072
انتخابات	0.08619332527179324
قهرمان	0.08615950864156874
نظام	0.08455852494456484
افزایش	0.08328573571160303
معظم	0.08273530942261687
درصد	0.08195589780388457
وزیر	0.08111637834375474
هنری	0.08101791734563601
آقای	0.0798220129125573
دولت	0.07836173682570391
صادرات	0.07816576309227541
خاتمی	0.07769761267963693
مربیان	0.07713903259658883
پرسپولیس	0.07699428273940079
تولیدی	0.07659223116176239
ورزشگاه	0.07650106560554848
گل	0.07601308607031765
روزنامه	0.07584000738220498
تیمی	0.07529691217903833
دیدار	0.07477390926733962
فیلم	0.07476409392121086
جامعه	0.07456701983605463
مطبوعات	0.07262681752091771
تاکید	0.07138335901144499
پتروشیمی	0.07121537094633679
ارز	0.07049776653892259
رئیس	0.07001137202274221
ایرنا	0.06909436768323429
اسلام	0.06833243422692403
